city,station,start_time,end_time,value
Recklinghausen,1415,2017-11-17 11:00:00,2017-11-17 12:00:00,17.0
Recklinghausen,1415,2017-11-18 11:00:00,2017-11-18 12:00:00,17.0
Recklinghausen,1415,2017-11-19 11:00:00,2017-11-19 12:00:00,9.0
Recklinghausen,1415,2017-11-20 11:00:00,2017-11-20 12:00:00,11.0
Recklinghausen,1415,2017-11-21 11:00:00,2017-11-21 12:00:00,12.0
Recklinghausen,1415,2017-11-22 11:00:00,2017-11-22 12:00:00,13.0
Recklinghausen,1415,2017-11-23 11:00:00,2017-11-23 12:00:00,14.0
Recklinghausen,1415,2017-11-24 11:00:00,2017-11-24 12:00:00,15.0
Recklinghausen,1415,2017-11-25 11:00:00,2017-11-25 12:00:00,15.0
Recklinghausen,1415,2017-11-26 11:00:00,2017-11-26 12:00:00,14.0
Recklinghausen,1415,2017-11-27 11:00:00,2017-11-27 12:00:00,8.0
Recklinghausen,1415,2017-11-28 11:00:00,2017-11-28 12:00:00,13.0
Recklinghausen,1415,2017-11-29 11:00:00,2017-11-29 12:00:00,39.0
Recklinghausen,1415,2017-11-30 11:00:00,2017-11-30 12:00:00,31.0
Recklinghausen,1415,2017-12-01 11:00:00,2017-12-01 12:00:00,31.0
Recklinghausen,1415,2017-12-02 11:00:00,2017-12-02 12:00:00,30.0
Recklinghausen,1415,2017-12-03 11:00:00,2017-12-03 12:00:00,24.0
Recklinghausen,1415,2017-12-04 11:00:00,2017-12-04 12:00:00,26.0
Recklinghausen,1415,2017-12-05 11:00:00,2017-12-05 12:00:00,34.0
